Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Charging Type,Seller Type,Date Listed,Month,Sales Volume,Source,Data Type
BYD,BYD Tang,2024,62400,8073,Like New,Phnom Penh,Black,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Private,17-09-2024,9,355,dgmotorscar.com,Historical
BYD,BYD Tang,2025,63800,5755,New,Phnom Penh,White,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Authorized Dealer,22-01-2025,1,120,carmatekh.com,Historical
BYD,BYD Tang,2025,63500,2238,New,Battambang,White,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Private,10-04-2025,4,164,libertycarz.com,Historical
BYD,BYD Tang,2025,63200,0,New,Battambang,Black,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Authorized Dealer,23-07-2025,7,200,dgmotorscar.com,Historical
BYD,BYD Seal,2022,42000,38988,Excellent,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,13-06-2022,6,45,dgmotorscar.com,Historical
BYD,BYD Seal,2022,40200,39039,Excellent,Siem Reap,Black,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,18-09-2022,9,155,carmatekh.com,Historical
BYD,BYD Seal,2022,38800,28650,Good,Phnom Penh,Blue,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,20-12-2022,12,302,libertycarz.com,Historical
BYD,BYD Seal,2023,38500,26992,Excellent,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Authorized Dealer,17-02-2023,2,120,carmatekh.com,Historical
BYD,BYD Seal,2023,38000,29400,Like New,Battambang,Black,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,22-05-2023,5,195,bydkh.com,Historical
BYD,BYD Seal,2023,37800,24574,Excellent,Phnom Penh,Cosmos Black,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,08-08-2023,8,265,dgmotorscar.com,Historical
BYD,BYD Seal,2023,37500,18202,Like New,Sihanoukville,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,02-11-2023,11,292,libertycarz.com,Historical
BYD,BYD Seal,2024,37200,17731,New,Phnom Penh,Green,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,19-01-2024,1,310,carmatekh.com,Historical
BYD,BYD Seal,2024,36800,16338,Like New,Phnom Penh,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,21-04-2024,4,380,dgmotorscar.com,Historical
BYD,BYD Seal,2024,36500,8020,New,Sihanoukville,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,26-08-2024,8,445,libertycarz.com,Historical
BYD,BYD Seal,2024,36200,7455,Like New,Phnom Penh,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,28-11-2024,11,489,mykhmercar.com,Historical
BYD,BYD Seal,2025,35000,4132,New,Sihanoukville,Grey,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,18-02-2025,2,62,bydkh.com,Historical
BYD,BYD Seal,2025,35200,962,New,Siem Reap,Grey,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Authorized Dealer,17-05-2025,5,120,carmatekh.com,Historical
BYD,BYD Seal,2025,35500,0,New,Koh Kong,Blue,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Authorized Dealer,16-09-2025,9,185,dgmotorscar.com,Historical
BYD,BYD Sealion 6,2023,49500,25164,Like New,Sihanoukville,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Private,25-03-2023,3,28,carmatekh.com,Historical
BYD,BYD Sealion 6,2023,48000,25152,Like New,Phnom Penh,White,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Dealer,10-06-2023,6,85,dgmotorscar.com,Historical
BYD,BYD Sealion 6,2023,47200,19719,Excellent,Phnom Penh,Silver,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Dealer,05-09-2023,9,145,libertycarz.com,Historical
BYD,BYD Sealion 6,2023,46500,16524,Excellent,Battambang,Grey,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,03-12-2023,12,164,bydkh.com,Historical
BYD,BYD Sealion 6,2024,45800,16128,Like New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,07-02-2024,2,110,carmatekh.com,Historical
BYD,BYD Sealion 6,2024,45200,12987,New,Kampot,Blue,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,13-05-2024,5,155,dgmotorscar.com,Historical
BYD,BYD Sealion 6,2024,44800,8030,Like New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,27-08-2024,8,176,libertycarz.com,Historical
BYD,BYD Sealion 6,2024,44400,7525,New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Dealer,16-11-2024,11,210,mykhmercar.com,Historical
BYD,BYD Sealion 6,2025,41900,4995,New,Battambang,Blue,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Dealer,24-01-2025,1,185,bydkh.com,Historical
BYD,BYD Sealion 6,2025,42800,1039,New,Kratie,Silver,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Private,13-05-2025,5,245,carmatekh.com,Historical
BYD,BYD Sealion 6,2025,43500,0,New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,28-09-2025,9,287,dgmotorscar.com,Historical
BYD,BYD Atto 2,2024,24500,13395,New,Phnom Penh,Black,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,15-03-2024,3,35,carmatekh.com,Historical
BYD,BYD Atto 2,2024,24000,11664,Like New,Phnom Penh,Cosmos Black,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,14-06-2024,6,95,dgmotorscar.com,Historical
BYD,BYD Atto 2,2024,23500,7569,Like New,Phnom Penh,Silver,45.1,312-401,130,7.9,GB-T/CCS2,Dealer,12-09-2024,9,185,libertycarz.com,Historical
BYD,BYD Atto 2,2024,23200,6792,New,Sihanoukville,Grey,45.1,312-401,130,7.9,GB-T/CCS2,Dealer,25-12-2024,12,245,mykhmercar.com,Historical
BYD,BYD Atto 2,2025,22300,3704,New,Sihanoukville,Grey,45.1,312-401,130,7.9,GB-T/CCS2,Dealer,08-02-2025,2,275,bydkh.com,Historical
BYD,BYD Atto 2,2025,22800,1042,New,Siem Reap,White,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,23-05-2025,5,320,carmatekh.com,Historical
BYD,BYD Atto 2,2025,23000,0,New,Phnom Penh,Grey,45.1,312-401,130,7.9,GB-T/CCS2,Private,24-08-2025,8,365,dgmotorscar.com,Historical
BYD,BYD Seal 5,2024,22500,11154,New,Preah Vihear,White,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,01-05-2024,5,45,carmatekh.com,Historical
BYD,BYD Seal 5,2024,21800,10940,Like New,Phnom Penh,Grey,15.8,80 PHEV,110,7.9,GB-T/CCS2,Private,03-08-2024,8,110,dgmotorscar.com,Historical
BYD,BYD Seal 5,2024,21200,8071,New,Phnom Penh,Blue,15.8,80 PHEV,110,7.9,GB-T/CCS2,Private,28-11-2024,11,195,libertycarz.com,Historical
BYD,BYD Seal 5,2025,19900,5535,New,Sihanoukville,Silver,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,02-01-2025,1,225,bydkh.com,Historical
BYD,BYD Seal 5,2025,20500,2144,New,Battambang,White,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,21-04-2025,4,285,carmatekh.com,Historical
BYD,BYD Seal 5,2025,20800,0,New,Sihanoukville,Red,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,04-07-2025,7,340,dgmotorscar.com,Historical
BYD,BYD Sealion 7,2024,42500,11820,Like New,Battambang,Black,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Private,24-06-2024,6,30,carmatekh.com,Historical
BYD,BYD Sealion 7,2024,41800,10197,Like New,Siem Reap,Green,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,25-09-2024,9,55,dgmotorscar.com,Historical
BYD,BYD Sealion 7,2024,41200,6228,Like New,Sihanoukville,Silver,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Dealer,11-12-2024,12,85,libertycarz.com,Historical
BYD,BYD Sealion 7,2025,38800,3376,New,Kampot,White,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Private,15-02-2025,2,110,bydkh.com,Historical
BYD,BYD Sealion 7,2025,39500,1112,New,Phnom Penh,Silver,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Dealer,11-05-2025,5,145,carmatekh.com,Historical
BYD,BYD Sealion 7,2025,40200,0,New,Phnom Penh,Blue,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,11-08-2025,8,185,dgmotorscar.com,Historical
BYD,BYD Sealion 5,2025,25800,5525,New,Siem Reap,Silver,60/72.8,410-520,150,7.5,GB-T/CCS2,Dealer,07-01-2025,1,95,bydkh.com,Historical
BYD,BYD Sealion 5,2025,26200,1846,New,Phnom Penh,Blue,60/72.8,410-520,150,7.5,GB-T/CCS2,Authorized Dealer,23-04-2025,4,130,carmatekh.com,Historical
BYD,BYD Sealion 5,2025,26500,0,New,Phnom Penh,White,60/72.8,410-520,150,7.5,GB-T/CCS2,Dealer,10-07-2025,7,165,dgmotorscar.com,Historical
BYD,BYD M9,2025,58800,5035,New,Phnom Penh,Silver,52,180 PHEV,180,,GB-T/CCS2,Private,16-01-2025,1,25,bydkh.com,Historical
BYD,BYD M9,2025,59500,2142,New,Phnom Penh,Blue,52,180 PHEV,180,,GB-T/CCS2,Authorized Dealer,11-04-2025,4,45,carmatekh.com,Historical
BYD,BYD M9,2025,60200,0,New,Phnom Penh,Black,52,180 PHEV,180,,GB-T/CCS2,Private,04-07-2025,7,65,dgmotorscar.com,Historical
MG,MG ZS EV,2020,36500,55676,Fair,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,25-04-2020,4,15,dgmotorscar.com,Historical
MG,MG ZS EV,2020,35800,51852,Good,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,24-08-2020,8,85,carmatekh.com,Historical
MG,MG ZS EV,2020,35100,64206,Fair,Kratie,Red,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,10-12-2020,12,475,libertycarz.com,Historical
MG,MG ZS EV,2021,34200,51168,Good,Phnom Penh,Grey,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,05-02-2021,2,65,carmatekh.com,Historical
MG,MG ZS EV,2021,33800,40327,Good,Siem Reap,Grey,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,05-05-2021,5,155,dgmotorscar.com,Historical
MG,MG ZS EV,2021,33400,54510,Fair,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,10-08-2021,8,245,libertycarz.com,Historical
MG,MG ZS EV,2021,33000,44935,Fair,Phnom Penh,Cosmos Black,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,09-11-2021,11,303,mykhmercar.com,Historical
MG,MG ZS EV,2022,31500,35178,Excellent,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,21-01-2022,1,37,carmatekh.com,Historical
MG,MG ZS EV,2022,30800,31426,Excellent,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,10-04-2022,4,95,bydkh.com,Historical
MG,MG ZS EV,2022,30200,32445,Excellent,Siem Reap,Black,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,20-07-2022,7,165,dgmotorscar.com,Historical
MG,MG ZS EV,2022,29900,29280,Good,Phnom Penh,Black,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,28-10-2022,10,210,libertycarz.com,Historical
MG,MG ZS EV,2023,30200,29551,Excellent,Siem Reap,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,24-01-2023,1,94,carmatekh.com,Historical
MG,MG ZS EV,2023,29800,29750,Like New,Siem Reap,Black,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,03-05-2023,5,145,dgmotorscar.com,Historical
MG,MG ZS EV,2023,29500,19362,Like New,Siem Reap,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,14-09-2023,9,185,libertycarz.com,Historical
MG,MG ZS EV,2024,28800,18432,Like New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,23-02-2024,2,125,carmatekh.com,Historical
MG,MG ZS EV,2024,28400,13908,Like New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,09-06-2024,6,185,bydkh.com,Historical
MG,MG ZS EV,2024,28100,8808,New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,21-10-2024,10,207,dgmotorscar.com,Historical
MG,MG ZS EV,2025,26888,4680,New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,10-01-2025,1,225,carmatekh.com,Historical
MG,MG ZS EV,2025,27200,1183,New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,10-05-2025,5,295,libertycarz.com,Historical
MG,MG ZS EV,2025,27500,0,New,Preah Vihear,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,16-09-2025,9,350,dgmotorscar.com,Historical
MG,MG 4 EV,2021,30200,41209,Good,Kampot,Blue,51/64/77,350-520,125,7.7,GB-T/CCS2,Authorized Dealer,20-05-2021,5,35,dgmotorscar.com,Historical
